sol,Gen_at_10_1_kw,Gen_at_26_1_kw,Gen_at_65_1_kw,Gen_at_66_1_kw,Gen_at_69_1_kw,Gen_at_80_1_kw,Gen_at_25_1_kw,Gen_at_49_1_kw,Gen_at_59_1_kw,Gen_at_61_1_kw,Gen_at_100_1_kw,Gen_at_12_1_kw,Gen_at_31_1_kw,Gen_at_46_1_kw,Gen_at_54_1_kw,Gen_at_87_1_kw,Gen_at_103_1_kw,Gen_at_111_1_kw,cost_dh,voltage_deviation_pu,emissions_ton_h
1,232191.4400105665,367570.93474967167,245377.9282359723,218390.47316440765,511778.5085143356,375744.30896244413,121243.20253262547,255560.40198084162,249773.31715059074,177103.8306461216,283954.3122961606,182984.19648329538,103848.58330293965,115331.5621714794,131405.43250245287,8770.502395997664,87153.77850196842,86273.37522992452,18636.312034054692,0.1657362370664185,54938.245994134035
2,472700.8694847155,231375.33555246267,236759.85367111937,138310.0967769171,507178.7914234111,456077.84216705395,295845.6973312228,255020.71704860256,251538.1006303873,251744.2027593248,196747.5797761714,184625.83669488737,29925.220445980784,103910.4565453136,25421.224024735253,13543.132827692762,85487.08274088833,19779.004289596545,17259.664457256684,0.07244441592364415,65250.5772540346
3,323694.8913744766,359384.0810269068,318355.66055403475,226819.53213814457,348401.5594154207,451722.3857059678,101572.19391139972,208514.39814498142,145286.82808378187,170369.1092068241,197549.6287832596,182017.52765278146,34422.68405785349,90031.13754680639,36015.83578070678,7804.898202298622,7445.770912840929,14434.56426872746,13460.707050010955,3.2040647073776487,48083.08900945148
4,231238.23190749058,369716.85460601817,237388.75791494863,219493.83594587474,331297.4868148121,376109.34343632363,115855.86337579018,155075.59006644262,247151.8617744603,142275.68910285278,181987.2790351723,150655.9501958866,104207.13035497135,89685.38669313227,124027.31016062803,25106.653986971753,84399.70665672608,88603.24589039995,15949.306769600871,2.4102803663366767,40625.61170286615
5,464291.69082029583,282492.53030493006,351539.6093843062,376276.8377990517,715187.65050375,446468.8987512391,122087.10225592539,211090.9329432669,148629.9014515041,177231.7291807277,196009.25690355734,105217.08863420959,24140.076720185873,43275.5756988041,35484.20711494733,10688.463188843534,14708.557215342445,14380.23576797974,15261.571444742269,0.10383604198903551,80990.5884337604
6,429489.4419287872,361901.8918726502,318296.1338511818,381759.4705823673,345536.16118315427,376087.6099816909,101928.59230783107,160536.87728673036,143015.49211636255,170417.14197028274,197015.232600637,106380.2954834632,25907.581801295688,44039.61164413811,37761.132765824936,5268.753329448922,12783.49361391842,14423.560088657077,12838.639224428654,3.0538611448968225,54136.409705214355
7,480736.05915619154,282467.4212207281,238822.3307341413,378065.7739650598,355826.0704804324,451885.5214644966,119086.68367576967,208629.41637847715,148629.89089379468,180744.7625391677,195953.76728815166,104657.90525524225,21374.555507286776,26197.164039077747,37863.7374680128,10605.16213835096,14709.185885570625,15022.003016464612,13069.171673165521,2.531595402539861,56152.072970340254
8,472700.8694847155,231375.33555246267,236759.85367111937,138310.0967769171,507178.7914234111,379815.8908689423,295835.70518118143,255020.71704860256,251538.1006303873,251744.2027593248,194771.46734126072,184625.83669488737,96621.85403024974,103910.4565453136,25421.224024735253,13543.132827692762,85487.08274088833,19779.004289596545,17642.997060275626,0.09535671954814673,62628.025941026324
9,231238.23190749058,369689.6455133285,321181.61863692605,219493.83594587474,331297.4868148121,376109.34343632363,115637.46641547284,209397.37853678846,247909.60794587308,142275.68910285278,181987.2790351723,183747.38278014323,104204.29785479752,89378.0771867827,124027.31016062803,28845.68599791483,84399.70665672608,88603.24589039995,16967.395240434045,0.7307678973060068,45086.703344168374
10,467394.9876069461,370000.38317105034,351539.6093843062,379017.42641830567,339224.352346811,376121.9610680994,121391.0541494369,258384.97290361847,149552.6004266829,177228.80016390997,193919.84625512734,106563.31225977093,24103.536844447462,43257.980528393964,44601.64995990166,10748.430173285406,17496.752818952846,12713.682832614817,14068.371005774277,0.588594781360743,59760.909116589
11,229489.66942661913,367131.4232634797,237660.07898931063,211239.1431464051,331297.4868148121,376128.2690455866,115800.02622518745,272002.8023436616,245664.064483066,175632.52603979828,182237.21746034885,184964.79229100922,104599.94070539888,89685.38669313227,125680.17871159644,4897.635021783937,14497.133171425958,87835.95470244554,16146.865208448122,1.3282660263065345,43054.63594552942
12,231832.92985171132,344383.3231771031,316003.7340530664,213698.18945971632,354494.9318434247,377069.89250736573,124745.60226565199,154795.76774736986,211655.10233278386,177929.5677718385,270070.27707261103,167265.07831092915,58626.552291365624,86066.61371091675,125303.34356067011,26522.04520204442,16946.09964562043,14439.605622634763,14677.36044614952,2.023698297176294,44242.80250957478
13,481510.7214674735,275671.77155052096,351539.6093843062,376082.2502267848,700799.0732789699,376121.9610680994,122564.67538901317,254993.62144444417,148629.16596190177,177228.80016390997,196729.36442032305,105227.12643121871,24103.536844447462,43275.5756988041,35484.20711494733,10688.463188843534,17476.61800135749,14380.23576797974,15229.372432776041,0.12822364282539223,78895.51465369284
14,232191.4400105665,374619.9719688314,235574.3359292808,208891.25137516722,511784.91380423517,375743.8646994466,121362.23451720858,255525.46112728128,210278.9711194038,175052.01673695308,283954.3122961606,148773.68134664363,98578.05402754137,89175.39245986714,33027.07156723694,9747.009178766817,87668.24104230292,5793.055670809859,15618.172725978235,0.8145899941407772,51418.72979143315
15,326476.22939882963,359384.5348163898,313741.6728644413,213865.4866274088,332451.06823753705,451722.3857059678,119110.76510031686,203790.91238667036,139618.3149981834,147849.64080156342,195796.13297085513,147097.28455744873,34582.03638083903,105462.33312674797,117631.52448302836,4617.184156051997,7409.895688348847,15054.958462560964,13914.002202273603,2.85166362609832,46736.634237799524
16,299843.18153040926,362476.35941150715,318296.1338511818,383985.2737095014,322999.40235676605,376087.6099816909,120460.28687860107,256219.6248977714,145095.21907336463,170417.14197028274,265698.2135148747,106380.2954834632,25907.581801295688,43278.44209026243,37750.95704634062,7133.7734754253,12850.01558793884,73691.59208047006,13839.464884050267,1.8229704586941557,50872.743343562295
17,326476.22939882963,359384.0810269068,313741.6728644413,226819.53213814457,348401.5594154207,451722.3857059678,119071.24503586827,208514.39814498142,145286.82808378187,180535.47940335286,197014.26667248041,182017.52765278146,34422.68405785349,90031.13754680639,36015.83578070678,7635.352057018114,7409.895688348847,15054.958462560964,13594.424104724929,2.6448875575038673,48421.288806173616
18,472700.8694847155,227895.28980567463,230109.03159580455,138310.0967769171,333267.5789304053,456077.84216705395,295845.6973312228,255020.71704860256,142132.39975511102,251744.2027593248,196747.5797761714,150208.881332312,22763.036066118395,103910.4565453136,25421.224024735253,27125.805456543156,83508.36772481777,19779.004289596545,15464.645732520554,0.7648168094867328,53622.82833866948
19,464291.69082029583,275671.77155052096,351539.6093843062,376276.8377990517,700799.0732789699,376116.03870191466,122087.10225592539,254638.1281085318,148629.16596190177,177231.7291807277,195383.70361500973,105227.12643121871,24132.981595397596,43275.5756988041,35484.20711494733,10688.463188843534,17305.651512205037,14380.23576797974,15122.498861932356,0.14673955152596319,77810.70245088404
20,480736.05915619154,364415.2691388726,244014.8596456418,378979.05593072064,502386.1923661817,528765.76229287,121847.50489148985,157052.0815254583,143536.1255039683,173205.26400741746,227561.99583346143,149351.52247202783,21544.676802245045,26192.299881745836,37863.7374680128,7435.278939092129,14740.342137974118,6504.648542770918,14548.89298988844,0.32740832594191105,69644.23945623855
21,235798.77328568112,370570.88699126476,230721.99286650345,142408.40693143843,355156.536099494,377240.61418946343,116786.99117928001,254011.47695535677,244523.05640243064,176924.27026731634,185181.11223212635,169660.78023732503,104207.13035497135,86109.81582613308,127018.489213399,25155.955810489275,15599.931977516702,3836.4941577632126,15073.060363734196,3.0804063175575322,41487.8652697726
22,232191.4400105665,359940.257169566,242094.92964646095,207325.5677682701,332540.3442245476,469794.35897074075,121292.52741389413,253803.85059562392,249773.31715059074,178240.24543634668,283479.1483788207,182879.7794680584,103848.58330293965,117892.02877810548,129482.42802884112,7514.06669611105,87153.77850196842,87873.57145925413,18248.023497151004,0.2937825074093886,49361.63405417583
23,428156.6523102567,275671.77155052096,349352.85197284096,381744.08457104984,712558.522525866,377041.9653031919,107774.72766905739,154528.04148720787,149552.6004266829,177228.80016390997,193919.84625512734,105285.85828326097,24103.536844447462,43275.5756988041,35484.20711494733,10749.390977733245,17474.967890488057,12701.845035593404,14345.438968818811,0.3612445349452713,75041.0082792953
24,430618.38253766304,362398.86655351927,318296.1338511818,376183.4831755257,345536.16118315427,376087.6099816909,121571.27350963041,160825.71911305666,143015.49211636255,173058.4004974228,255991.44110171095,104690.55010501703,25990.882979014437,44057.89689454673,38534.31943586404,10383.959305873817,12783.49361391842,14423.560088657077,13282.773007545502,1.8695902964879991,55452.18836994373
25,231250.94323992054,348960.3332814751,232887.07363426167,220657.65745315092,331579.2681597411,375894.9260343488,123625.68446629666,252715.15339562504,242978.64879635838,175359.0237019617,191301.81807332867,182479.26703653313,99552.39464568031,99765.7285612921,142301.104574835,10553.40026144663,13297.16082464157,95799.70341784402,16414.86390147829,1.1293963007948054,42713.92873358773
26,428156.6523102567,275671.77155052096,351539.6093843062,375367.0104917555,712558.522525866,376121.9610680994,122564.67538901317,254993.62144444417,149552.6004266829,177228.80016390997,193919.84625512734,105840.78867057065,24103.536844447462,43275.5756988041,35484.20711494733,10748.430173285406,17476.61800135749,12713.682832614817,14984.666198838815,0.18574301366333912,76623.9703182372
27,298948.9835803389,369480.2547860919,313741.6728644413,226819.53213814457,331925.40542392945,376457.26557774114,120022.3394204864,208514.39814498142,145286.82808378187,180368.9438039086,271008.17353850056,182017.52765278146,101208.66171033168,89799.72456108578,36015.83578070678,7635.352057018114,7409.895688348847,15054.958462560964,14279.516454875371,1.9502785921975094,46102.9448599024
28,232218.31658259055,349461.32622274774,230267.31486326954,220891.9315858349,332234.8929448526,522863.93057389336,296391.51549276797,255004.0432529219,208790.34167576008,213878.97332776658,298926.67559462134,183002.43409561922,99548.23577474544,40869.98596092587,131080.54035573892,6911.825275202114,85380.26652257428,86394.90586095207,18460.689672527118,0.17616632568286372,54998.261972035856
29,475901.61921883235,359667.02956488746,241903.64311244086,209130.101478906,332508.08622386877,369439.19559071015,120471.50722500679,255276.7250338253,204781.54318649234,178184.43700603643,196172.87109763594,115784.13766210964,19971.660384347466,114245.79024832624,131425.81444661174,6807.664395447955,87155.5668350077,88756.75613004275,16575.225883154086,0.5279106140676846,52118.32808385067
30,468568.2671575171,377319.1464823334,245977.20633527348,360036.7751081305,505580.1835220614,377861.6173386839,115533.06437105911,256149.7355268279,158615.68771887774,177516.29138397067,202393.9075372294,150469.89785505456,34610.442495962794,89508.01669684482,129731.63474813313,10325.328496803875,79402.83533702834,1436.6859137093907,16797.2286659791,0.098174196814512,65289.24117216208
31,481698.22216248966,357484.8400051879,305441.6873548433,379184.626149133,340654.85272705415,375736.7248535072,121168.53573526272,200701.61108837457,142860.91083696618,177104.17532907144,266284.91279764555,102842.1267109848,25752.214244085117,44123.666928652296,36627.69576214012,10789.446065700904,14652.288801687106,14120.645989400578,13767.093197877904,0.9449425729441252,58601.09160025674
32,231238.23190749058,369089.26471169444,320234.76510440366,220733.6180278991,331297.4868148121,376109.34343632363,295010.17566253856,252798.29943611549,243419.64457162438,175446.76900718658,191470.30444775076,183747.38278014323,33721.53338750466,90335.81304907832,142998.1189247284,28845.68599791483,84767.14807905373,88638.53571748064,17838.854690811622,0.23422276762544159,50508.97981445888
33,299127.9968925294,231375.33555246267,236759.85367111937,138310.0967769171,509329.6040208862,456077.84216705395,295845.6973312228,255020.71704860256,242567.1938879237,251744.2027593248,190023.30306192322,184625.83669488737,99893.15203413552,103910.4565453136,123518.91484609943,13543.132827692762,85487.08274088833,8577.172342063417,18052.86945955393,0.10983845405359205,57325.931221746294
34,231238.23190749058,369761.7456959169,237061.66143448857,222706.74673097278,332453.1343379594,377061.2563658292,115680.46072610634,155685.07030842867,253326.20836129738,142545.28053147325,183545.0445361529,152023.74468703204,104203.63950678552,89711.68092977685,124027.31016062803,6265.079191386254,83827.58885546128,88818.72373816237,15813.343273729004,2.6957367200630142,40992.81894096173
35,337667.2337270436,357420.03115525073,313786.8724316523,226819.53213814457,345256.6168425696,449606.23206047504,118370.51868636423,205244.79510694082,217114.56869405677,180535.47940335286,201005.23900897973,174798.46814578437,33908.245928222306,43673.43055534271,35342.95916872186,7634.933057487579,12442.703919739759,94427.1505063005,14509.849418950063,1.4479323377072493,50102.57912736454
36,329676.357580388,359384.5348163898,313741.6728644413,213865.4866274088,337377.72736208106,453826.81765418145,119110.76510031686,203957.0430903471,210600.3234339435,142164.56193140548,195796.13297085513,147097.28455744873,34579.04114583891,105462.33312674797,117631.52448302836,4595.565967546647,14449.924528749609,2440.0945050296687,14365.525808611068,1.7124216595683526,48455.62087543268
37,301468.6117240716,367096.5912706472,241871.04342535898,223201.11714630484,332159.9320628322,375943.94410429744,120259.18244721646,204368.4737538721,209474.68629786512,176713.68105406707,266493.7043285077,146985.43123536033,103425.41088343879,84817.94693089777,118378.66830895012,6025.362207508816,83827.09087938943,74742.41466464679,16331.099720122453,0.9667033071171637,45042.45639526419
38,227294.6525083656,351213.78209426254,237979.57161135264,219493.83594587474,343045.42049647344,508988.4549313736,288062.6651857204,162296.7992849155,244715.03374954278,214528.114504282,183131.92254009438,182461.63898765316,104617.64234747816,39591.42366678009,132402.11426526104,6963.627402971838,87240.72040746061,83233.32649178088,17545.937544981298,0.3092069054246699,51460.73659939968
39,470639.01742458914,367487.4474904207,315965.59905527293,379052.83370340004,351993.91301462223,375922.3073866649,121382.34801536177,203980.40142840543,147360.40374186833,177206.47821051106,177049.69458320495,106567.80562138959,24361.283412112898,43259.09834116632,45422.61393266417,10586.922554506256,16011.546920895693,14253.781841388787,13528.932254615896,1.3869746083158607,57511.063384930385
40,480912.0779227275,350379.4306138291,315965.59905527293,379052.83370340004,709652.7656227376,375922.3073866649,121847.50489148985,203980.40142840543,148629.89089379468,173012.71950094443,265265.16203729017,104657.90525524225,24361.283412112898,43259.09834116632,36627.65969780731,10586.922554506256,14709.185885570625,14253.781841388787,15495.247195516757,0.08319153305898963,80724.89767055097
41,324552.3380914007,275671.77155052096,351539.6093843062,376082.2502267848,700799.0732789699,376382.1177894018,123198.30079981437,254993.62144444417,145293.46802580936,176961.10276758895,196729.36442032305,105227.12643121871,23655.43099723859,43275.5756988041,35484.20711494733,10738.419959959012,19082.41022587502,14380.23576797974,14432.530122927004,0.41562716558301427,70652.7209485267
42,301468.6117240716,379709.8739140236,248685.11472040717,223201.11714630484,332159.9320628322,375943.94410429744,120265.51740276057,204368.4737538721,253268.0183253179,253797.76781165123,271420.4880835182,146683.18796557022,103364.88469892513,84817.94693089777,115823.09697715797,6025.362207508816,83827.09087938943,76377.85172298983,17357.796702411844,0.36093199387413877,48810.8967045483
43,433886.20377706154,362379.6422000015,242776.87621199997,370396.5937076282,715823.0181262167,382967.38620354893,101870.16348297936,203980.40142840543,148357.60175482914,141135.3294175358,193972.2875432804,106045.36649882502,59032.322083785424,46205.93965318852,36631.465872813525,10789.446065700904,14732.061954886973,14436.837773901261,14745.120020886825,0.27566841246825,73825.1218758802
44,429489.4419287872,361901.8918726502,318296.1338511818,381759.4705823673,322999.40235676605,376087.6099816909,101928.59230783107,159156.99367203252,143170.91763482423,170417.14197028274,265698.2135148747,106380.2954834632,25907.581801295688,43278.44209026243,37761.132765824936,7119.6307650405015,12850.01558793884,14691.544182186597,13130.295976037145,2.144385452621316,54721.622519291224
45,324632.1925045796,359384.0810269068,318355.66055403475,226819.53213814457,348401.5594154207,451950.843955528,102430.25317223332,255292.3933079092,145286.82808378187,170369.1092068241,196739.17958963625,180936.10819140152,23583.61525582473,89020.75424966891,36015.83578070678,7692.372105901827,16854.33873919397,14434.56426872746,13715.491554908485,2.343941142939895,48942.34020847812
46,434935.6503007462,357657.9429902867,246678.89601447503,379188.34056077123,715823.0181262167,375719.4082484418,101928.59305741482,200701.61108837457,142943.01379947198,177104.17532907144,266274.2501705019,102842.1267109848,25752.214244085117,44124.35752750567,36631.465872813525,10789.446065700904,12848.418660237214,14423.59069393247,14920.196619050244,0.1966757256857964,75893.25439200396
47,472700.8694847155,231375.33555246267,236759.85367111937,138310.0967769171,507178.7914234111,379343.30368289066,295845.6973312228,255020.71704860256,251538.1006303873,251744.2027593248,196804.08104654012,184625.83669488737,29925.220445980784,103910.4565453136,25421.224024735253,13543.132827692762,85487.08274088833,19779.004289596545,16906.48564289489,0.1261906815839533,62315.61759673193
48,480736.05915619154,370563.7349995789,230757.62133462366,378979.05593072064,497065.91121738986,529555.7402184486,121847.50489148985,156472.84205452545,246897.05701303013,173205.26400741746,225628.95290621495,149351.52247202783,21544.676802245045,26192.299881745836,37863.7374680128,4119.416223223076,14778.123474370354,6504.648542770918,15212.872816530258,0.2560257542198088,71410.44148024202
49,471620.7513851626,361901.8918726502,318296.1338511818,381577.1947500455,505654.4690347941,376087.6099816909,101928.59230783107,256032.9766506068,143015.49211636255,170417.14197028274,197003.56015680794,106380.2954834632,25907.581801295688,44545.87000606669,24688.665258398578,5322.19294806423,13326.415115134128,14423.560088657077,14196.296962635904,0.43437682980959846,65835.76946622231
50,299843.18153040926,365711.025594909,315465.5778211489,391140.44554932945,514966.1725898819,373567.89972197864,120460.28687860107,256116.47542459806,145095.21907336463,170417.14197028274,266814.62417764484,182901.87158716872,29947.09924369927,43278.44209026243,37750.95704634062,13498.154879893793,12850.01558793884,73691.59208047006,15425.411982747668,0.3007223125220695,61513.0765429508
51,464291.69082029583,275671.77155052096,351539.6093843062,376276.8377990517,642204.6344872135,376116.03870191466,122087.10225592539,254638.1281085318,148629.16596190177,177231.7291807277,195383.70361500973,105227.12643121871,24132.981595397596,43275.5756988041,35484.20711494733,10688.463188843534,17305.651512205037,18137.031113693763,14842.54211867508,0.21020611126756128,73366.8449603189
52,232191.4400105665,367570.93474967167,245363.72898502316,218362.8162614072,330989.27954323136,375743.96434566326,121243.20253262547,250467.48631313286,249773.31715059074,177103.8306461216,263371.6576363979,182984.19648329538,103848.58330293965,115331.5621714794,130956.15169561528,8770.502395997664,86999.1204006934,86273.37522992452,17734.164653643915,0.452822070053278,45699.36000039534
53,231238.23190749058,359360.49229012895,238051.0803073298,220966.0158820849,331287.62976438313,517345.5193201657,123440.7253330313,273354.32652785187,138274.22674380065,148886.32765700988,306022.1953174792,148817.3877651977,102741.16035074473,42751.6794392147,130953.4008524575,26107.709044047122,15078.49942106066,86217.8914503782,16050.019417710648,1.1220261008948027,48022.104883135566
