sol,Gen_at_10_1_kw,Gen_at_26_1_kw,Gen_at_65_1_kw,Gen_at_66_1_kw,Gen_at_69_1_kw,Gen_at_80_1_kw,Gen_at_25_1_kw,Gen_at_49_1_kw,Gen_at_59_1_kw,Gen_at_61_1_kw,Gen_at_100_1_kw,Gen_at_12_1_kw,Gen_at_31_1_kw,Gen_at_46_1_kw,Gen_at_54_1_kw,Gen_at_87_1_kw,Gen_at_103_1_kw,Gen_at_111_1_kw,cost_dh,voltage_deviation_pu,emissions_ton_h
1,348554.1356581829,308716.53715301695,206166.927882563,297285.9921839126,350433.47684753453,544474.9803736325,225272.67346666864,288258.2333921568,164844.0086426533,185587.8033825572,218023.39277691854,167212.46522031556,102308.67635323583,85553.50258968932,91222.53835778861,22597.217963807852,119877.35183788945,130156.18498964385,19159.207465094754,0.08644643156310028,57505.29820105381
2,244438.80605172302,275401.1804460596,207637.2996866291,383329.6386363006,540056.7446466304,194876.55656891162,225640.97063258267,288652.3941948536,163349.62462362117,186255.67054477308,217333.7010424766,52192.652921823515,35109.72783192815,48380.34545146585,18150.491599023168,20028.03220134684,31965.74187395381,25231.96517502924,13039.408348074889,3.2932408471593657,50060.05474855171
3,477534.0736695768,275396.55229327886,355896.68401702214,392366.43769785133,613717.0104641797,194882.06215677876,230425.84607901683,128084.69242870336,40609.61425610916,40248.18326355801,218078.63381820524,52219.78259444462,27771.848662316563,35640.253952564635,18532.028051988986,19248.551051870712,29059.64367696891,27801.506878050284,12480.403606853995,3.047465269683877,65777.29599604027
4,464756.5345674921,390128.87287448946,350375.4936434291,475624.7067536438,611751.3982053443,206601.0562584799,230431.45491001074,236142.82014061627,93095.31244464216,132887.77523184373,274116.24584578973,90054.96210582007,26922.85022117292,24721.535350968123,53369.354385369654,20124.697837234155,43937.74722293394,44190.37815261519,15892.418645947684,0.08492676524468934,77624.7452447319
5,233713.12871973997,257111.30845263298,206175.89552274914,297018.2160126936,226952.87228563547,194066.87140638716,225641.46010793385,303048.0813864221,164409.0448022683,185215.148151815,217320.64203161738,167625.61078175972,102294.00165410452,87265.98783887824,94831.37246073807,22635.456310592934,108199.13010255217,107519.09537537838,16130.42091491712,2.822665169819529,35876.19169556702
6,473647.8758413719,291964.6092478795,202365.7599003089,392815.39582529065,617660.5533706165,554612.493961,226578.4668759909,127269.68522868246,164754.90670031053,184346.88795064995,211083.42778967923,87664.59370510423,25760.540557087406,91696.4903628559,15703.60709934336,22587.585006168592,35845.99948440502,38350.27794722132,15927.66372387659,0.0465296009399474,76809.778388815
7,348554.1356581829,308716.53715301695,206466.47572750537,402243.8156925564,350433.47684753453,528810.2364998211,195411.0432796192,138516.55549614626,164844.0086426533,200888.73094573728,217869.46577955043,181451.93182444878,102308.67635323583,85553.50258968932,91222.53835778861,22596.374966927113,119802.25681459637,130488.87689073378,18753.638908801462,0.097758122593534,58874.89754140047
8,468408.6296091541,274015.73762969224,355897.41911185364,395905.0847393722,611623.7340474309,195764.44181478082,228988.3829374382,133572.93522581767,160381.79799574742,45823.43016514152,218055.27444535014,86898.28524115322,26922.85022117292,45686.67460041966,47833.50400790067,18920.014383403715,29573.38730148725,27803.406644241008,13702.51252222922,0.5963223612696319,67038.36876753229
9,465903.44224554196,277883.4961756245,350375.4936434291,475624.7067536438,611751.3982053443,206602.09468732937,223385.98706505843,236142.82014061627,93219.09203107152,132887.77523184373,274116.24584578973,89434.39557060224,26922.85022117292,24721.535350968123,53369.354385369654,20124.697837234155,29457.24790854383,44190.37815261519,15129.895135018956,0.15360473686191578,74016.25916798392
10,241587.57860244217,291460.61981832347,206175.89552274914,390394.2830903894,244232.7789909204,554776.0495031644,225641.46010793385,294002.647469684,164770.82153585888,185218.42012944727,218031.6278323432,176345.8473753153,103478.3957657218,87265.98783887824,91044.7712113481,22653.84548397276,107802.05330554499,112712.3067381327,18443.473220213844,0.13798571461504894,53982.91574132204
