sol,Gen_at_10_1_kw,Gen_at_26_1_kw,Gen_at_65_1_kw,Gen_at_66_1_kw,Gen_at_69_1_kw,Gen_at_80_1_kw,Gen_at_25_1_kw,Gen_at_49_1_kw,Gen_at_59_1_kw,Gen_at_61_1_kw,Gen_at_100_1_kw,Gen_at_12_1_kw,Gen_at_31_1_kw,Gen_at_46_1_kw,Gen_at_54_1_kw,Gen_at_87_1_kw,Gen_at_103_1_kw,Gen_at_111_1_kw,cost_dh,voltage_deviation_pu,emissions_ton_h
1,364758.9599323518,298075.0695375255,286662.8719024055,337136.038083824,721585.1731200741,219620.6141046874,201607.816015944,278869.8621805059,96692.06258877282,124816.31528866012,231520.1627582111,134222.89294834755,20123.43912964253,17570.37326128511,78271.79525711319,35805.3780169441,17081.468719471817,10500.780198481767,14498.583782587142,0.15490390663850095,67576.00214350883
2,380427.7685295369,349446.41542244086,290510.99112228915,323589.39923806785,412359.5520145214,541395.3525226571,164224.13831544187,257852.79099914624,211861.7614165447,215003.52897818308,287268.52445224946,116858.06991974576,90309.57232545159,21866.95663417452,19619.838971553858,23049.85029632305,63430.249741348314,6270.476767269221,16429.194180818933,0.0698722823676512,64628.250185481855
3,225831.12396405556,345793.55577432655,233515.45859201084,96480.78696014428,263905.0722808301,218998.0505201985,190148.17121702136,260113.17849643686,209340.14401380773,110923.97368992286,122741.13917161353,129557.99991437266,95894.71822751845,66010.40752471122,146099.04265286156,37827.14141804569,65387.30289559355,66038.47914837852,14155.415091820654,3.4409660944626927,30607.671602042195
4,379381.677802128,297147.5050034345,285749.71741391433,274068.33512064145,414642.9065118159,533785.734828597,202559.5948742986,261636.56835060997,205741.74988158589,124845.27983927104,287247.45681872655,128028.64045961028,90195.11296398676,92931.59380321518,60944.02438547252,36038.22528732658,84132.0187073337,66459.55017640538,17669.078084609588,0.09482049342721188,60868.04940843918
5,242506.39865217186,297631.45720530336,230918.65867748286,88507.75193530685,269888.61007385777,226770.1762984411,185002.1667662443,260241.71755941393,224836.60416496178,126030.90652887289,120611.99840404636,129563.51261879613,97741.92363960772,70771.56931457036,143512.24205999757,37846.35048579074,65387.30289559355,64917.20067296235,14184.818928986022,3.0328868753795555,30320.465291361164
6,374028.7351392077,278651.8517656344,290511.1838345855,277654.74661878886,288955.16746216733,301037.6052935713,201673.27307764016,162153.42171353073,90045.77586841275,124816.31528866012,265521.7425283752,84524.00632292905,19519.70295954329,19604.510285194123,49541.11866358124,24786.809595503364,15948.975216818644,12225.346116184375,11185.826186726836,2.4175367152463054,40367.63032376645
7,223808.12267792976,367224.30381621746,290690.89964869106,272227.5128319888,287265.2692258476,329560.99647744885,189743.0230200688,239457.48409186892,90047.59461970907,128211.54424225407,267372.5548843967,112451.88827612293,19514.58908665501,56633.03616819315,50068.8342692932,24786.90616336173,15762.560847022836,7593.966862221776,12001.033730750252,1.41079117433737,39271.23256232597
8,232809.8907253593,348923.08528278006,233246.42947208218,93246.80729251515,292876.0056707076,231815.40040131507,191442.7580307323,232400.1437549975,225185.79027970482,110742.3941211451,120623.36447860459,113366.69863166836,95945.59188548214,92176.66613154122,145962.14372684286,37867.58389777706,15284.079657073562,66113.34065842576,13907.675860077075,3.284615334124818,31677.738993617157
9,370699.50630733615,352785.85698039137,290580.4528127636,324172.6286161565,428082.00655392866,297516.6742234247,191520.35312005103,273608.8552036813,224459.05824800476,213872.35407173738,134723.29363284202,116460.10872013177,26756.64591981006,21643.17931050686,65828.55965511836,22922.561926403403,63606.63905010423,66630.26626688264,15232.72962769421,0.10648180320297196,54009.59480783148
10,365788.3681351356,297604.5412250726,290155.2142541751,276312.5138706729,414633.0017487034,535362.8971167171,185474.35417438668,260445.62219013044,205618.04854460244,125946.91657173577,287247.45681872655,128138.54911816218,90195.11296398676,92166.046866945,59429.61641467341,38016.66611108239,61757.7941917901,66090.66866177178,17280.01840497839,0.10544877399834429,59963.837629185524
